,project,product,groupid,pushid,graph_date,origin,totalcost,tier23_cost,taskcount,tier23_taskcount
189,autoland,firefox,AZcMhVmmQGeOiSdb0D9tfw,72266,1541205727,push,57.91,3.9,1879,119
190,autoland,firefox,ci8G0JSETb6j2hXgXs4DrQ,72267,1541223318,push,61.75,5.07,1908,154
191,autoland,firefox,A-iRz4A1Q--sq5nbSbtDtw,72268,1541238821,push,72.89,6.12,2207,187
192,autoland,firefox,Acka9_ZLRrmMJFqv6lYX7A,72269,1541244236,push,59.4,4.11,1873,119
193,autoland,firefox,BEDFfg3UQLKxGagRc5c3Dg,72270,1541250274,push,58.47,5.04,1899,154
194,autoland,firefox,NdDixxkBRi-H58L0_7uaSw,72271,1541250906,push,28.2,3.53,550,73
195,autoland,firefox,Iw9HgqyMT2m4wkr0dl1DQA,72272,1541262831,push,65.94,5.61,1929,158
196,autoland,firefox,DmpTehflRMqo9OV2rI42ew,72273,1541270199,push,61.06,4.19,1895,119
197,autoland,firefox,WbwbPuBpQ4OxS05F49VBPw,72274,1541308103,push,61.88,4.13,1895,124
198,autoland,firefox,XdehZv4TQC2MbT84vbog6g,72275,1541317348,push,69.23,4.87,2145,154
199,autoland,firefox,H6aazTDCT26rJZoB5k9m0A,72276,1541325155,push,64.84,1.94,2133,136
200,autoland,firefox,B8eCmcVAQ9yJfBIfRHosvA,72277,1541359830,push,71.1,4.8,2145,154
201,autoland,firefox,XtldIJwLRHqrDW-88pn8rA,72278,1541361656,push,14.3,3.18,287,71
202,autoland,firefox,GeAZVMwkSCaOz71fwg2O-w,72279,1541363798,push,15.06,3.49,287,71
203,autoland,firefox,CP6x3tIiQVe-cVAEfRgWrA,72280,1541365027,push,58.18,4.71,1898,154
204,autoland,firefox,ZoRndyzuRWWd_Qorr2Ep-g,72281,1541367945,push,13.68,2.78,251,36
205,autoland,firefox,FH0IKpK2SCGNM9cqike_tw,72282,1541368268,push,30.45,2.9,518,38
206,autoland,firefox,c11Xcw-tQxuXzQ47u7HQxA,72283,1541368596,push,27.67,2.9,515,38
207,autoland,firefox,Ssb-jDBBTXixx-BIlXERKg,72284,1541369179,push,14.53,3.36,285,71
208,autoland,firefox,MIjl-pWOTUe5b0qd3pHj0Q,72285,1541385045,push,60.14,4.16,1882,119
209,autoland,firefox,CvmePCaASo6fdE2PMMKIww,72286,1541385256,push,14.27,2.83,250,36
210,autoland,firefox,RNNXCDr6SmeTIeN1LmFEVg,72287,1541385486,push,13.87,2.79,250,36
211,autoland,firefox,ZuvHLhfuT2yCJEtKtTA_lA,72288,1541385520,push,14.09,2.71,250,36
212,autoland,firefox,PY13easYS6Sue6N1Mmjq-w,72289,1541386270,push,68.93,4.54,2165,154
213,autoland,firefox,eF8wbHR6QS25_a8nu4LwJg,72290,1541387890,push,59.24,3.89,1863,119
214,autoland,firefox,AnLLLi_VRZuzbbFbISJfEQ,72291,1541400415,push,58.76,3.96,1863,119
